
,Digital Work Computer Service Comercial Ltda,,Infrastructure Specialist,"Rio de Janeiro, Rio de Janeiro 20040-030",,
,,,Networking Specialist,+55-21-35289000,,
,,,Hyper-converged Specialist,rj@digitalwork.com.br,,
,,,Storage Specialist,Visit Website,,
,,,Service Specialist,,,
Brunei Darussalam,,PLATINUM Partner,Server Specialist,Av Kennedy Lj 145 1 Piso,+55-21-35289000,rj@digitalwork.com.br
,Madeireira Herval Ltda,,Infrastructure Specialist,"Sao Bernardo Do Campo, Sao Paulo 09726-252",,
,,,Networking Specialist,+55-51-35641000,,
,,,Hyper-converged Specialist,gerente644@lojadahp.com.br,,
,,,Storage Specialist,,,
,,,Service Specialist,,,
Brunei Darussalam,,PLATINUM Partner,Server Specialist,Av Kennedy Lj 145 1 Piso,+55-21-35289000,rj@digitalwork.com.br
,Madeireira Herval Ltda,,Infrastructure Specialist,"Sao Bernardo Do Campo, Sao Paulo 09726-252",,
,,,Networking Specialist,+55-51-35641000,,
,,,Hyper-converged Specialist,gerente644@lojadahp.com.br,,
,,,Storage Specialist,,,
,,,Service Specialist,,,
Brunei Darussalam,,PLATINUM Partner,Server Specialist,Av Kennedy Lj 145 1 Piso,+55-21-35289000,rj@digitalwork.com.br
,Madeireira Herval Ltda,,Infrastructure Specialist,"Sao Bernardo Do Campo, Sao Paulo 09726-252",,
,,,Networking Specialist,+55-51-35641000,,
,,,Hyper-converged Specialist,gerente644@lojadahp.com.br,,
,,,Storage Specialist,,,
,,,Service Specialist,,,
Brunei Darussalam,,PLATINUM Partner,Server Specialist,Av Kennedy Lj 145 1 Piso,+55-21-35289000,rj@digitalwork.com.br
,Madeireira Herval Ltda,,Infrastructure Specialist,"Sao Bernardo Do Campo, Sao Paulo 09726-252",,
,,,Networking Specialist,+55-51-35641000,,
,,,Hyper-converged Specialist,gerente644@lojadahp.com.br,,
,,,Storage Specialist,,,
,,,Service Specialist,,,
Brunei Darussalam,,PLATINUM Partner,Server Specialist,Av Kennedy Lj 145 1 Piso,+55-21-35289000,rj@digitalwork.com.br
,Madeireira Herval Ltda,,Infrastructure Specialist,"Sao Bernardo Do Campo, Sao Paulo 09726-252",,
,,,Networking Specialist,+55-51-35641000,,
,,,Hyper-converged Specialist,gerente644@lojadahp.com.br,,
,,,Storage Specialist,,,
,,,Service Specialist,,,
Brunei Darussalam,,PLATINUM Partner,Server Specialist,Av Kennedy Lj 145 1 Piso,+55-21-35289000,rj@digitalwork.com.br
,Madeireira Herval Ltda,,Infrastructure Specialist,"Sao Bernardo Do Campo, Sao Paulo 09726-252",,
,,,Networking Specialist,+55-51-35641000,,
,,,Hyper-converged Specialist,gerente644@lojadahp.com.br,,
,,,Storage Specialist,,,
,,,Service Specialist,,,
Brunei Darussalam,,PLATINUM Partner,Server Specialist,Av Kennedy Lj 145 1 Piso,+55-21-35289000,rj@digitalwork.com.br
,Madeireira Herval Ltda,,Infrastructure Specialist,"Sao Bernardo Do Campo, Sao Paulo 09726-252",,
,,,Networking Specialist,+55-51-35641000,,
,,,Hyper-converged Specialist,gerente644@lojadahp.com.br,,
,,,Storage Specialist,,,
,,,Service Specialist,,,
Brunei Darussalam,,PLATINUM Partner,Server Specialist,Av Kennedy Lj 145 1 Piso,+55-21-35289000,rj@digitalwork.com.br
,Madeireira Herval Ltda,,Infrastructure Specialist,"Sao Bernardo Do Campo, Sao Paulo 09726-252",,
,,,Networking Specialist,+55-51-35641000,,
,,,Hyper-converged Specialist,gerente644@lojadahp.com.br,,
,,,Storage Specialist,,,
,,,Service Specialist,,,
Brunei Darussalam,,PLATINUM Partner,Server Specialist,R Dos Timbiras 1840 Andar 5Lourdes,+55-21-35289000,rj@digitalwork.com.br
,Digital Work Computer Service Comercial Ltda,,Infrastructure Specialist,"Belo Horizonte, Minas Gerais 30140-061",,
,,,Networking Specialist,+55-31-35279000,,
,,,Hyper-converged Specialist,eliseu.carvalho@digitalwork.com.br,,
,,,Storage Specialist,Visit Website,,
,,,Service Specialist,,,
Bulgaria,,GOLD Partner,Networking Specialist - Gold,5 Adam Mitskevich Str.,+359 56 843592,office@stemo.bg
,STEMO Ltd.,,Server Specialist - Gold,"BURGAS, Burgas 8000",,
,,,Services Specialist - Gold,+359 56 843592,,
,,,Cloud Builder Specialist - Gold,office@stemo.bg,,
,,,Storage Specialist - Gold,,,
Bulgaria,,GOLD Partner,Networking Specialist - Gold,5 Adam Mitskevich Str.,+359 56 843592,office@stemo.bg
,STEMO Ltd.,,Server Specialist - Gold,"BURGAS, Burgas 8000",,
,,,Services Specialist - Gold,+359 56 843592,,
,,,Cloud Builder Specialist - Gold,office@stemo.bg,,
,,,Storage Specialist - Gold,,,
Bulgaria,,GOLD Partner,Networking Specialist - Gold,5 Adam Mitskevich Str.,+359 56 843592,office@stemo.bg
,STEMO Ltd.,,Server Specialist - Gold,"BURGAS, Burgas 8000",,
,,,Services Specialist - Gold,+359 56 843592,,
,,,Cloud Builder Specialist - Gold,office@stemo.bg,,
,,,Storage Specialist - Gold,,,
Bulgaria,,GOLD Partner,Networking Specialist - Gold,6 Rousse Blvd.,+359 56 843592,office@stemo.bg
,STEMO Ltd.,,Server Specialist - Gold,"PLEVEN, Pleven 5800",,
,,,Services Specialist - Gold,+359 64 802378,,
,,,Cloud Builder Specialist - Gold,office@pn.stemo.bg,,
,,,Storage Specialist - Gold,,,
Bulgaria,,GOLD Partner,Networking Specialist - Gold,6 Rousse Blvd.,+359 56 843592,office@stemo.bg
,STEMO Ltd.,,Server Specialist - Gold,"PLEVEN, Pleven 5800",,
,,,Services Specialist - Gold,+359 64 802378,,
,,,Cloud Builder Specialist - Gold,office@pn.stemo.bg,,
,,,Storage Specialist - Gold,,,
Bulgaria,,GOLD Partner,Networking Specialist - Gold,6 Rousse Blvd.,+359 56 843592,office@stemo.bg
,STEMO Ltd.,,Server Specialist - Gold,"PLEVEN, Pleven 5800",,
,,,Services Specialist - Gold,+359 64 802378,,
,,,Cloud Builder Specialist - Gold,office@pn.stemo.bg,,
,,,Storage Specialist - Gold,,,
Bulgaria,,GOLD Partner,Networking Specialist - Gold,6 Rousse Blvd.,+359 56 843592,office@stemo.bg
,STEMO Ltd.,,Server Specialist - Gold,"PLEVEN, Pleven 5800",,
,,,Services Specialist - Gold,+359 64 802378,,
,,,Cloud Builder Specialist - Gold,office@pn.stemo.bg,,
,,,Storage Specialist - Gold,,,
Bulgaria,,GOLD Partner,Networking Specialist - Gold,"48, Nikolaevska Str.PO BOX 114",+359 56 843592,office@stemo.bg
,STEMO Ltd.,,Server Specialist - Gold,"GABROVO, Gabrovo 5300",,
,,,Services Specialist - Gold,+359 66 801951,,
,,,Cloud Builder Specialist - Gold,main@stemo.bg,,
,,,Storage Specialist - Gold,,,
Bulgaria,,GOLD Partner,Networking Specialist - Gold,"48, Nikolaevska Str.PO BOX 114",+359 56 843592,office@stemo.bg
,STEMO Ltd.,,Server Specialist - Gold,"GABROVO, Gabrovo 5300",,
,,,Services Specialist - Gold,+359 66 801951,,
,,,Cloud Builder Specialist - Gold,main@stemo.bg,,
,,,Storage Specialist - Gold,,,
Bulgaria,,GOLD Partner,Networking Specialist - Gold,"48, Nikolaevska Str.PO BOX 114",+359 56 843592,office@stemo.bg
,STEMO Ltd.,,Server Specialist - Gold,"GABROVO, Gabrovo 5300",,
,,,Services Specialist - Gold,+359 66 801951,,
,,,Cloud Builder Specialist - Gold,main@stemo.bg,,
,,,Storage Specialist - Gold,,,
Bulgaria,,GOLD Partner,Networking Specialist - Gold,"48, Nikolaevska Str.PO BOX 114",+359 56 843592,office@stemo.bg
,STEMO Ltd.,,Server Specialist - Gold,"GABROVO, Gabrovo 5300",,
,,,Services Specialist - Gold,+359 66 801951,,
,,,Cloud Builder Specialist - Gold,main@stemo.bg,,
,,,Storage Specialist - Gold,,,
Bulgaria,,GOLD Partner,Networking Specialist - Gold,42a Tzar Osvoboditel Str.,+359 56 843592,office@stemo.bg
,STEMO Ltd.,,Server Specialist - Gold,"RUSE, Ruse 7000",,
,,,Services Specialist - Gold,+359 82 834610,,
,,,Cloud Builder Specialist - Gold,office@rs.stemo.bg,,
,,,Storage Specialist - Gold,,,
Bulgaria,,GOLD Partner,Networking Specialist - Gold,"51B, Cherni Vrah Blvd.Building FPI, fl. 6",+359 56 843592,office@stemo.bg
,STEMO LTD.,,Server Specialist - Gold,"Sofia, 1528",,
,,,Services Specialist - Gold,+359 2 8162300,,
,,,Cloud Builder Specialist - Gold,main@sf.stemo.bg,,
,,,Storage Specialist - Gold,,,
Bulgaria,,GOLD Partner,Networking Specialist - Gold,"51B, Cherni Vrah Blvd.Building FPI, fl. 6",+359 56 843592,office@stemo.bg
,STEMO LTD.,,Server Specialist - Gold,"Sofia, 1528",,
,,,Services Specialist - Gold,+359 2 8162300,,
,,,Cloud Builder Specialist - Gold,main@sf.stemo.bg,,
,,,Storage Specialist - Gold,,,
Bulgaria,,GOLD Partner,Networking Specialist - Gold,"51B, Cherni Vrah Blvd.Building FPI, fl. 6",+359 56 843592,office@stemo.bg
,STEMO LTD.,,Server Specialist - Gold,"Sofia, 1528",,
,,,Services Specialist - Gold,+359 2 8162300,,
,,,Cloud Builder Specialist - Gold,main@sf.stemo.bg,,
,,,Storage Specialist - Gold,,,
Bulgaria,,GOLD Partner,Networking Specialist - Gold,"51B, Cherni Vrah Blvd.Building FPI, fl. 6",+359 56 843592,office@stemo.bg
,STEMO LTD.,,Server Specialist - Gold,"Sofia, 1528",,
,,,Services Specialist - Gold,+359 2 8162300,,
,,,Cloud Builder Specialist - Gold,main@sf.stemo.bg,,
,,,Storage Specialist - Gold,,,
Bulgaria,,GOLD Partner,Networking Specialist - Gold,62 Tsarigradsko Shosse Blvd. (Trade Center),+359 56 843592,office@stemo.bg
,STEMO LTD.,,Server Specialist - Gold,"SOFIA, Sofia 1784",,
,,,Services Specialist - Gold,+359 2 9633661,,
,,,Cloud Builder Specialist - Gold,sales_center@sf.st?m?.bg,,
,,,Storage Specialist - Gold,,,
Bulgaria,,GOLD Partner,Networking Specialist - Gold,62 Tsarigradsko Shosse Blvd. (Trade Center),+359 56 843592,office@stemo.bg
,STEMO LTD.,,Server Specialist - Gold,"SOFIA, Sofia 1784",,
,,,Services Specialist - Gold,+359 2 9633661,,
,,,Cloud Builder Specialist - Gold,sales_center@sf.st?m?.bg,,
,,,Storage Specialist - Gold,,,
Bulgaria,,GOLD Partner,Networking Specialist - Gold,62 Tsarigradsko Shosse Blvd. (Trade Center),+359 56 843592,office@stemo.bg
,STEMO LTD.,,Server Specialist - Gold,"SOFIA, Sofia 1784",,
,,,Services Specialist - Gold,+359 2 9633661,,
,,,Cloud Builder Specialist - Gold,sales_center@sf.st?m?.bg,,
,,,Storage Specialist - Gold,,,
Bulgaria,,GOLD Partner,Networking Specialist - Gold,62 Tsarigradsko Shosse Blvd. (Trade Center),+359 56 843592,office@stemo.bg
,STEMO LTD.,,Server Specialist - Gold,"SOFIA, Sofia 1784",,
,,,Services Specialist - Gold,+359 2 9633661,,
,,,Cloud Builder Specialist - Gold,sales_center@sf.st?m?.bg,,
,,,Storage Specialist - Gold,,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"Ul. P. Karavelov 36,Off.17-18",+359 32 622618,officeplovdiv@lirex.bg
,LIREX BG Ltd.,,Server Specialist - Gold,"PLOVDIV, Plovdiv 4000",,
,,,Services Specialist - Gold,+359 32 622618,,
,,,Storage Specialist - Silver,officeplovdiv@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"100, Hristo Botev Str",+359 32 622618,officeplovdiv@lirex.bg
,Paraflow Communications Ltd. - Stara Zagora,,Server Specialist - Gold,"STARA ZAGORA, Stara Zagora 6000",,
,,,Services Specialist - Gold,+359 42 605350,,
,,,Storage Specialist - Silver,officeSt.Zagora@paraflow.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"100, Hristo Botev Str",+359 32 622618,officeplovdiv@lirex.bg
,Paraflow Communications Ltd. - Stara Zagora,,Server Specialist - Gold,"STARA ZAGORA, Stara Zagora 6000",,
,,,Services Specialist - Gold,+359 42 605350,,
,,,Storage Specialist - Silver,officeSt.Zagora@paraflow.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"100, Hristo Botev Str",+359 32 622618,officeplovdiv@lirex.bg
,Paraflow Communications Ltd. - Stara Zagora,,Server Specialist - Gold,"STARA ZAGORA, Stara Zagora 6000",,
,,,Services Specialist - Gold,+359 42 605350,,
,,,Storage Specialist - Silver,officeSt.Zagora@paraflow.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"100, Hristo Botev Str",+359 32 622618,officeplovdiv@lirex.bg
,Paraflow Communications Ltd. - Stara Zagora,,Server Specialist - Gold,"STARA ZAGORA, Stara Zagora 6000",,
,,,Services Specialist - Gold,+359 42 605350,,
,,,Storage Specialist - Silver,officeSt.Zagora@paraflow.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"39,Alexander Stamboliyski Str.Office 2",+359 32 622618,officeplovdiv@lirex.bg
,PARAFLOW COMMUNICATIONS LTD. -,,Server Specialist - Gold,"Burgas, 8000",,
,,,Services Specialist - Gold,+359 56 840197,,
,,,Storage Specialist - Silver,OfficeBourgas@paraflow.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"39,Alexander Stamboliyski Str.Office 2",+359 32 622618,officeplovdiv@lirex.bg
,PARAFLOW COMMUNICATIONS LTD. -,,Server Specialist - Gold,"Burgas, 8000",,
,,,Services Specialist - Gold,+359 56 840197,,
,,,Storage Specialist - Silver,OfficeBourgas@paraflow.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"39,Alexander Stamboliyski Str.Office 2",+359 32 622618,officeplovdiv@lirex.bg
,PARAFLOW COMMUNICATIONS LTD. -,,Server Specialist - Gold,"Burgas, 8000",,
,,,Services Specialist - Gold,+359 56 840197,,
,,,Storage Specialist - Silver,OfficeBourgas@paraflow.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"39,Alexander Stamboliyski Str.Office 2",+359 32 622618,officeplovdiv@lirex.bg
,PARAFLOW COMMUNICATIONS LTD. -,,Server Specialist - Gold,"Burgas, 8000",,
,,,Services Specialist - Gold,+359 56 840197,,
,,,Storage Specialist - Silver,OfficeBourgas@paraflow.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,26 Luben Karavelov Str.,+359 32 622618,officeplovdiv@lirex.bg
,LIREX BG Ltd.,,Server Specialist - Gold,"VARNA, Varna 9002",,
,,,Services Specialist - Gold,+359 52 681881,,
,,,Storage Specialist - Silver,officevarna@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,26 Luben Karavelov Str.,+359 32 622618,officeplovdiv@lirex.bg
,LIREX BG Ltd.,,Server Specialist - Gold,"VARNA, Varna 9002",,
,,,Services Specialist - Gold,+359 52 681881,,
,,,Storage Specialist - Silver,officevarna@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,26 Luben Karavelov Str.,+359 32 622618,officeplovdiv@lirex.bg
,LIREX BG Ltd.,,Server Specialist - Gold,"VARNA, Varna 9002",,
,,,Services Specialist - Gold,+359 52 681881,,
,,,Storage Specialist - Silver,officevarna@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,26 Luben Karavelov Str.,+359 32 622618,officeplovdiv@lirex.bg
,LIREX BG Ltd.,,Server Specialist - Gold,"VARNA, Varna 9002",,
,,,Services Specialist - Gold,+359 52 681881,,
,,,Storage Specialist - Silver,officevarna@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,Ul. Oborishte 80,+359 32 622618,officeplovdiv@lirex.bg
,LIREX BG LTD,,Server Specialist - Gold,"BURGAS, Burgas 8000",,
,,,Services Specialist - Gold,+359 56 811902,,
,,,Storage Specialist - Silver,officeburgas@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,Ul. Oborishte 80,+359 32 622618,officeplovdiv@lirex.bg
,LIREX BG LTD,,Server Specialist - Gold,"BURGAS, Burgas 8000",,
,,,Services Specialist - Gold,+359 56 811902,,
,,,Storage Specialist - Silver,officeburgas@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,Ul. Oborishte 80,+359 32 622618,officeplovdiv@lirex.bg
,LIREX BG LTD,,Server Specialist - Gold,"BURGAS, Burgas 8000",,
,,,Services Specialist - Gold,+359 56 811902,,
,,,Storage Specialist - Silver,officeburgas@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,Ul. Oborishte 80,+359 32 622618,officeplovdiv@lirex.bg
,LIREX BG LTD,,Server Specialist - Gold,"BURGAS, Burgas 8000",,
,,,Services Specialist - Gold,+359 56 811902,,
,,,Storage Specialist - Silver,officeburgas@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"Ul. Vasil Levski 2, et.2",+359 32 622618,officeplovdiv@lirex.bg
,LIREX BG LTD,,Server Specialist - Gold,"SEVLIEVO, Gabrovo 5400",,
,,,Services Specialist - Gold,+359 675 35464,,
,,,Storage Specialist - Silver,officesevlievo@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"Ul. Vasil Levski 2, et.2",+359 32 622618,officeplovdiv@lirex.bg
,LIREX BG LTD,,Server Specialist - Gold,"SEVLIEVO, Gabrovo 5400",,
,,,Services Specialist - Gold,+359 675 35464,,
,,,Storage Specialist - Silver,officesevlievo@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"Ul. Vasil Levski 2, et.2",+359 32 622618,officeplovdiv@lirex.bg
,LIREX BG LTD,,Server Specialist - Gold,"SEVLIEVO, Gabrovo 5400",,
,,,Services Specialist - Gold,+359 675 35464,,
,,,Storage Specialist - Silver,officesevlievo@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"Ul. Vasil Levski 2, et.2",+359 675 35464,officesevlievo@lirex.bg
,LIREX BG LTD,,Server Specialist - Gold,"SEVLIEVO, Gabrovo 5400",,
,,,Services Specialist - Gold,+359 675 35464,,
,,,Storage Specialist - Silver,officesevlievo@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"23 Borisova Str., fl.1",+359 675 35464,officesevlievo@lirex.bg
,LIREX BG LTD,,Server Specialist - Gold,"RUSE, Ruse 7000",,
,,,Services Specialist - Gold,+359 82 877092,,
,,,Storage Specialist - Silver,officerousse@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"23 Borisova Str., fl.1",+359 675 35464,officesevlievo@lirex.bg
,LIREX BG LTD,,Server Specialist - Gold,"RUSE, Ruse 7000",,
,,,Services Specialist - Gold,+359 82 877092,,
,,,Storage Specialist - Silver,officerousse@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"23 Borisova Str., fl.1",+359 675 35464,officesevlievo@lirex.bg
,LIREX BG LTD,,Server Specialist - Gold,"RUSE, Ruse 7000",,
,,,Services Specialist - Gold,+359 82 877092,,
,,,Storage Specialist - Silver,officerousse@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"23 Borisova Str., fl.1",+359 675 35464,officesevlievo@lirex.bg
,LIREX BG LTD,,Server Specialist - Gold,"RUSE, Ruse 7000",,
,,,Services Specialist - Gold,+359 82 877092,,
,,,Storage Specialist - Silver,officerousse@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"Mladost 3, bl. 306",+359 675 35464,officesevlievo@lirex.bg
,LIREX BG Ltd.,,Server Specialist - Gold,"Sofia, 1712",,
,,,Services Specialist - Gold,+359 2 9691691,,
,,,Storage Specialist - Silver,e-shop@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"Mladost 3, bl. 306",+359 675 35464,officesevlievo@lirex.bg
,LIREX BG Ltd.,,Server Specialist - Gold,"Sofia, 1712",,
,,,Services Specialist - Gold,+359 2 9691691,,
,,,Storage Specialist - Silver,e-shop@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"Mladost 3, bl. 306",+359 675 35464,officesevlievo@lirex.bg
,LIREX BG Ltd.,,Server Specialist - Gold,"Sofia, 1712",,
,,,Services Specialist - Gold,+359 2 9691691,,
,,,Storage Specialist - Silver,e-shop@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"Mladost 3, bl. 306",+359 675 35464,officesevlievo@lirex.bg
,LIREX BG Ltd.,,Server Specialist - Gold,"Sofia, 1712",,
,,,Services Specialist - Gold,+359 2 9691691,,
,,,Storage Specialist - Silver,e-shop@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"79, Nikola Gabrovski Blvd.",+359 675 35464,officesevlievo@lirex.bg
,PARAFLOW COMMUNICATIONS LTD.,,Server Specialist - Gold,"Sofia, Sofia 1700",,
,,,Services Specialist - Gold,+359 29604208,,
,,,Storage Specialist - Silver,office@paraflow.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"79, Nikola Gabrovski Blvd.",+359 675 35464,officesevlievo@lirex.bg
,PARAFLOW COMMUNICATIONS LTD.,,Server Specialist - Gold,"Sofia, Sofia 1700",,
,,,Services Specialist - Gold,+359 29604208,,
,,,Storage Specialist - Silver,office@paraflow.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"79, Nikola Gabrovski Blvd.",+359 675 35464,officesevlievo@lirex.bg
,PARAFLOW COMMUNICATIONS LTD.,,Server Specialist - Gold,"Sofia, Sofia 1700",,
,,,Services Specialist - Gold,+359 29604208,,
,,,Storage Specialist - Silver,office@paraflow.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"79, Nikola Gabrovski Blvd.",+359 675 35464,officesevlievo@lirex.bg
,PARAFLOW COMMUNICATIONS LTD.,,Server Specialist - Gold,"Sofia, Sofia 1700",,
,,,Services Specialist - Gold,+359 29604208,,
,,,Storage Specialist - Silver,office@paraflow.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"13, Emanuil Manolov Str.",+359 675 35464,officesevlievo@lirex.bg
,LIREX BG Ltd.,,Server Specialist - Gold,"GABROVO, Gabrovo 5300",,
,,,Services Specialist - Gold,+359 66 804666,,
,,,Storage Specialist - Silver,officegabrovo@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"13, Emanuil Manolov Str.",+359 675 35464,officesevlievo@lirex.bg
,LIREX BG Ltd.,,Server Specialist - Gold,"GABROVO, Gabrovo 5300",,
,,,Services Specialist - Gold,+359 66 804666,,
,,,Storage Specialist - Silver,officegabrovo@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"13, Emanuil Manolov Str.",+359 675 35464,officesevlievo@lirex.bg
,LIREX BG Ltd.,,Server Specialist - Gold,"GABROVO, Gabrovo 5300",,
,,,Services Specialist - Gold,+359 66 804666,,
,,,Storage Specialist - Silver,officegabrovo@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"13, Emanuil Manolov Str.",+359 675 35464,officesevlievo@lirex.bg
,LIREX BG Ltd.,,Server Specialist - Gold,"GABROVO, Gabrovo 5300",,
,,,Services Specialist - Gold,+359 66 804666,,
,,,Storage Specialist - Silver,officegabrovo@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,7 Todor Boyadjiev Str.,+359 675 35464,officesevlievo@lirex.bg
,PARAFLOW COMMUNICATIONS LTD. - VARNA,,Server Specialist - Gold,"VARNA, Varna 9010",,
,,,Services Specialist - Gold,+359 52 321997,,
,,,Storage Specialist - Silver,omirchev@paraflow.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,7 Todor Boyadjiev Str.,+359 675 35464,officesevlievo@lirex.bg
,PARAFLOW COMMUNICATIONS LTD. - VARNA,,Server Specialist - Gold,"VARNA, Varna 9010",,
,,,Services Specialist - Gold,+359 52 321997,,
,,,Storage Specialist - Silver,omirchev@paraflow.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,7 Todor Boyadjiev Str.,+359 675 35464,officesevlievo@lirex.bg
,PARAFLOW COMMUNICATIONS LTD. - VARNA,,Server Specialist - Gold,"VARNA, Varna 9010",,
,,,Services Specialist - Gold,+359 52 321997,,
,,,Storage Specialist - Silver,omirchev@paraflow.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"Ul. P. Karavelov 36,Off.17-18",+359 52 321997,omirchev@paraflow.bg
,LIREX BG Ltd.,,Server Specialist - Gold,"PLOVDIV, Plovdiv 4000",,
,,,Services Specialist - Gold,+359 32 622618,,
,,,Storage Specialist - Silver,officeplovdiv@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"Ul. P. Karavelov 36,Off.17-18",+359 52 321997,omirchev@paraflow.bg
,LIREX BG Ltd.,,Server Specialist - Gold,"PLOVDIV, Plovdiv 4000",,
,,,Services Specialist - Gold,+359 32 622618,,
,,,Storage Specialist - Silver,officeplovdiv@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"Ul. P. Karavelov 36,Off.17-18",+359 52 321997,omirchev@paraflow.bg
,LIREX BG Ltd.,,Server Specialist - Gold,"PLOVDIV, Plovdiv 4000",,
,,,Services Specialist - Gold,+359 32 622618,,
,,,Storage Specialist - Silver,officeplovdiv@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"7,Samara Str",+359 52 321997,omirchev@paraflow.bg
,Paraflow Communications Ltd,,Server Specialist - Gold,"Plovdiv, 4000",,
,,,Services Specialist - Gold,+359 889 93 71 17,,
,,,Storage Specialist - Silver,office@paraflow.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"7,Samara Str",+359 52 321997,omirchev@paraflow.bg
,Paraflow Communications Ltd,,Server Specialist - Gold,"Plovdiv, 4000",,
,,,Services Specialist - Gold,+359 889 93 71 17,,
,,,Storage Specialist - Silver,office@paraflow.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"7,Samara Str",+359 52 321997,omirchev@paraflow.bg
,Paraflow Communications Ltd,,Server Specialist - Gold,"Plovdiv, 4000",,
,,,Services Specialist - Gold,+359 889 93 71 17,,
,,,Storage Specialist - Silver,office@paraflow.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"7,Samara Str",+359 52 321997,omirchev@paraflow.bg
,Paraflow Communications Ltd,,Server Specialist - Gold,"Plovdiv, 4000",,
,,,Services Specialist - Gold,+359 889 93 71 17,,
,,,Storage Specialist - Silver,office@paraflow.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"100A, Petko Slavejkov Str.",+359 52 321997,omirchev@paraflow.bg
,LIREX STARA ZAGORA,,Server Specialist - Gold,"STARA ZAGORA, Stara Zagora 6000",,
,,,Services Specialist - Gold,+359 42 660 402,,
,,,Storage Specialist - Silver,support@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"100A, Petko Slavejkov Str.",+359 52 321997,omirchev@paraflow.bg
,LIREX STARA ZAGORA,,Server Specialist - Gold,"STARA ZAGORA, Stara Zagora 6000",,
,,,Services Specialist - Gold,+359 42 660 402,,
,,,Storage Specialist - Silver,support@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"100A, Petko Slavejkov Str.",+359 52 321997,omirchev@paraflow.bg
,LIREX STARA ZAGORA,,Server Specialist - Gold,"STARA ZAGORA, Stara Zagora 6000",,
,,,Services Specialist - Gold,+359 42 660 402,,
,,,Storage Specialist - Silver,support@lirex.bg,,
Bulgaria,,GOLD Partner,Networking Specialist - Silver,"100A, Petko Slavejkov Str.",+359 52 321997,omirchev@paraflow.bg
