,,Storage Specialist - Gold,"Jakarta, Spec Reg Jakarta 10220",,
,,Sever Specialist - Silver,+62 21 5721177,,
,,Networking Specialist - Silver,info@ag-it.com,,
,,,Visit Website,,
Astra Graphia,PLATINUM Partner,Services Specialist - Silver,AG BuildingJl.Kramat Raya No.43 Senen,+62 411 312894,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Storage Specialist - Gold,"Jakarta, Spec Reg Jakarta 10450",,
,,Sever Specialist - Silver,+62-21-3909190,,
,,Networking Specialist - Silver,info@ag-it.com,,
,,,Visit Website,,
"Astra Graphia Information Technology, PT",PLATINUM Partner,Services Specialist - Silver,ANZ Tower 22nd FloorJl Jenderal Sudirman Kav 33A,+62 411 312894,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Storage Specialist - Gold,"Jakarta, Spec Reg Jakarta 10220",,
,,Sever Specialist - Silver,+62 21 5721177,,
,,Networking Specialist - Silver,info@ag-it.com,,
,,,Visit Website,,
"Astra Graphia Information Technology, PT",PLATINUM Partner,Services Specialist - Silver,ANZ Tower 22nd FloorJl Jenderal Sudirman Kav 33A,+62 411 312894,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Storage Specialist - Gold,"Jakarta, Spec Reg Jakarta 10220",,
,,Sever Specialist - Silver,+62 21 5721177,,
,,Networking Specialist - Silver,info@ag-it.com,,
,,,Visit Website,,
Astra Graphia,PLATINUM Partner,Services Specialist - Silver,AG BuildingJl.Kramat Raya No.43 Senen,+62 411 312894,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Storage Specialist - Gold,"Jakarta, Spec Reg Jakarta 10450",,
,,Sever Specialist - Silver,+62-21-3909190,,
,,Networking Specialist - Silver,info@ag-it.com,,
,,,Visit Website,,
Astra Graphia,PLATINUM Partner,Services Specialist - Silver,AG BuildingJl.Kramat Raya No.43 Senen,+62 411 312894,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Storage Specialist - Gold,"Jakarta, Spec Reg Jakarta 10450",,
,,Sever Specialist - Silver,+62-21-3909190,,
,,Networking Specialist - Silver,info@ag-it.com,,
,,,Visit Website,,
"Astra Graphia Information Technology, PT",PLATINUM Partner,Services Specialist - Silver,ANZ Tower 22nd FloorJl Jenderal Sudirman Kav 33A,+62 411 312894,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Storage Specialist - Gold,"Jakarta, Spec Reg Jakarta 10220",,
,,Sever Specialist - Silver,+62 21 5721177,,
,,Networking Specialist - Silver,info@ag-it.com,,
,,,Visit Website,,
"Mitra Integrasi Informatika, PT",PLATINUM Partner,Services Specialist - Gold,Jl. Panglima Sudirman No. 101 - 103Intiland Tower Lt. 7 Suite 5A,+62 411 312894,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Storage Specialist - Gold,"Surabaya, East Java 60271",,
,,IT Management Specialist - Silver,+62-31-5474217,,
,,Networking Specialist - Gold,adolf.situmeang@metrodata.co.id,,
,,,Visit Website,,
"Mitra Integrasi Informatika, PT",PLATINUM Partner,Services Specialist - Gold,Jl. Panglima Sudirman No. 101 - 103Intiland Tower Lt. 7 Suite 5A,+62 411 312894,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Storage Specialist - Gold,"Surabaya, East Java 60271",,
,,IT Management Specialist - Silver,+62-31-5474217,,
,,Networking Specialist - Gold,adolf.situmeang@metrodata.co.id,,
,,,Visit Website,,
"Mitra Integrasi Informatika, PT",PLATINUM Partner,Services Specialist - Gold,Jl. Panglima Sudirman No. 101 - 103Intiland Tower Lt. 7 Suite 5A,+62 411 312894,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Storage Specialist - Gold,"Surabaya, East Java 60271",,
,,IT Management Specialist - Silver,+62-31-5474217,,
,,Networking Specialist - Gold,adolf.situmeang@metrodata.co.id,,
,,,Visit Website,,
"Mitra Integrasi Informatika, PT",PLATINUM Partner,Services Specialist - Gold,Jl. Panglima Sudirman No. 101 - 103Intiland Tower Lt. 7 Suite 5A,+62 411 312894,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Storage Specialist - Gold,"Surabaya, East Java 60271",,
,,IT Management Specialist - Silver,+62-31-5474217,,
,,Networking Specialist - Gold,adolf.situmeang@metrodata.co.id,,
,,,Visit Website,,
"Integra Technology Kompakindo, PT",GOLD Partner,Storage Specialist - Silver,Jl. Jembatan Tiga DaratBlok D No I/A Kel Penjaringan Kec Penjaringan,622166696767,richard@hpkom.com
,,Sever Specialist - Gold,"Jakarta, Spec Reg Jakarta 10510",,
,,Networking Specialist - Gold,622166696767,,
,,,richard@hpkom.com,,
"Prima Integrasi Solusindo, Pt",GOLD Partner,Services Specialist - Silver,Jl. Jend. Sudirman Kav.7-8Gedung Nugra Santana Lantai 2,622166696767,richard@hpkom.com
,,Storage Specialist - Gold,"Jakarta, Spec Reg Jakarta 10220",,
,,Sever Specialist - Gold,+62-21-57901111,,
,,,eddy_anthony/edo@mastersystem.co.id,,
,,,Visit Website,,
"Harvest Perdana Kompakindo, PT",GOLD Partner,Storage Specialist - Silver,JL JEMBATAN III BARAT 1ART 022/008 PENJARINGAN,622166696767,richard@hpkom.com
,,Sever Specialist - Gold,"Jakarta, Spec Reg Jakarta 14440",,
,,Networking Specialist - Gold,+62-21-66696767,,
,,,richard@hpkom.com,,
Sentra Net,GOLD Partner,Storage Specialist - Silver,Komp.Perkantoran SentraJl.P.Jayakarta Blk D/129,622166696767,richard@hpkom.com
,,Sever Specialist - Gold,"Jakarta, Spec Reg Jakarta 10730",,
,,Networking Specialist - Gold,+62-21-6248762,,
,,,richard@hpkom.com,,
"Harvest Perdana Kompakindo, PT",GOLD Partner,Storage Specialist - Silver,JL JEMBATAN III BARAT 1ART 022/008 PENJARINGAN,622166696767,richard@hpkom.com
,,Sever Specialist - Gold,"Jakarta, Spec Reg Jakarta 14440",,
,,Networking Specialist - Gold,+62-21-66696767,,
,,,richard@hpkom.com,,
"Prima Integrasi Solusindo, Pt",GOLD Partner,Services Specialist - Silver,Jl. Jend. Sudirman Kav.7-8Gedung Nugra Santana Lantai 2,622166696767,richard@hpkom.com
,,Storage Specialist - Gold,"Jakarta, Spec Reg Jakarta 10220",,
,,Sever Specialist - Gold,+62-21-57901111,,
,,,eddy_anthony/edo@mastersystem.co.id,,
,,,Visit Website,,
"Harvest Perdana Kompakindo, PT",GOLD Partner,Storage Specialist - Silver,JL JEMBATAN III BARAT 1ART 022/008 PENJARINGAN,622166696767,richard@hpkom.com
,,Sever Specialist - Gold,"Jakarta, Spec Reg Jakarta 14440",,
,,Networking Specialist - Gold,+62-21-66696767,,
,,,richard@hpkom.com,,
Sentra Net,GOLD Partner,Storage Specialist - Silver,Komp.Perkantoran SentraJl.P.Jayakarta Blk D/129,622166696767,richard@hpkom.com
,,Sever Specialist - Gold,"Jakarta, Spec Reg Jakarta 10730",,
,,Networking Specialist - Gold,+62-21-6248762,,
,,,richard@hpkom.com,,
"Prima Integrasi Solusindo, Pt",GOLD Partner,Services Specialist - Silver,Jl. Jend. Sudirman Kav.7-8Gedung Nugra Santana Lantai 2,622166696767,richard@hpkom.com
,,Storage Specialist - Gold,"Jakarta, Spec Reg Jakarta 10220",,
,,Sever Specialist - Gold,+62-21-57901111,,
,,,eddy_anthony/edo@mastersystem.co.id,,
,,,Visit Website,,
Sentra Net,GOLD Partner,Storage Specialist - Silver,Komp.Perkantoran SentraJl.P.Jayakarta Blk D/129,622166696767,richard@hpkom.com
,,Sever Specialist - Gold,"Jakarta, Spec Reg Jakarta 10730",,
,,Networking Specialist - Gold,+62-21-6248762,,
,,,richard@hpkom.com,,
"Prima Integrasi Solusindo, Pt",GOLD Partner,Services Specialist - Silver,Jl. Jend. Sudirman Kav.7-8Gedung Nugra Santana Lantai 2,622166696767,richard@hpkom.com
,,Storage Specialist - Gold,"Jakarta, Spec Reg Jakarta 10220",,
,,Sever Specialist - Gold,+62-21-57901111,,
,,,eddy_anthony/edo@mastersystem.co.id,,
,,,Visit Website,,
"Harvest Perdana Kompakindo, PT",GOLD Partner,Storage Specialist - Silver,JL JEMBATAN III BARAT 1ART 022/008 PENJARINGAN,622166696767,richard@hpkom.com
,,Sever Specialist - Gold,"Jakarta, Spec Reg Jakarta 14440",,
,,Networking Specialist - Gold,+62-21-66696767,,
,,,richard@hpkom.com,,
"Integra Technology Kompakindo, PT",GOLD Partner,Storage Specialist - Silver,Jl. Jembatan Tiga DaratBlok D No I/A Kel Penjaringan Kec Penjaringan,622166696767,richard@hpkom.com
,,Sever Specialist - Gold,"Jakarta, Spec Reg Jakarta 10510",,
,,Networking Specialist - Gold,622166696767,,
,,,richard@hpkom.com,,
"Integra Technology Kompakindo, PT",GOLD Partner,Storage Specialist - Silver,Jl. Jembatan Tiga DaratBlok D No I/A Kel Penjaringan Kec Penjaringan,622166696767,richard@hpkom.com
,,Sever Specialist - Gold,"Jakarta, Spec Reg Jakarta 10510",,
,,Networking Specialist - Gold,622166696767,,
,,,richard@hpkom.com,,
"Integra Technology Kompakindo, PT",GOLD Partner,Storage Specialist - Silver,Jl. Jembatan Tiga DaratBlok D No I/A Kel Penjaringan Kec Penjaringan,622166696767,richard@hpkom.com
,,Sever Specialist - Gold,"Jakarta, Spec Reg Jakarta 10510",,
,,Networking Specialist - Gold,622166696767,,
,,,richard@hpkom.com,,
Sentra Net,GOLD Partner,Storage Specialist - Silver,Komp.Perkantoran SentraJl.P.Jayakarta Blk D/129,622166696767,richard@hpkom.com
,,Sever Specialist - Gold,"Jakarta, Spec Reg Jakarta 10730",,
,,Networking Specialist - Gold,+62-21-6248762,,
,,,richard@hpkom.com,,
"Mastersystem Infotama, PT",GOLD Partner,Services Specialist - Silver,Panglima Sudirman No 101 - 103Wisma Dharmala 2 F Suite 16 A Ji,622166696767,richard@hpkom.com
,,Storage Specialist - Gold,"Surabaya, East Java 60271",,
,,Sever Specialist - Silver,+62-31-5478820,,
,,,kgautama@mastersystem.co.id,,
,,,Visit Website,,
"Dinamika Sistem Integrasi Solusi, PT",GOLD Partner,Services Specialist - Silver,Jl Jendral Sudirman Kav 47Plaza Sentral 19th Floor,622166696767,richard@hpkom.com
,,Storage Specialist - Silver,"Jakarta, Spec Reg Jakarta 12930",,
,,Sever Specialist - Gold,62-212944 2398,,
,,,kharis.mulyadi@dinamikasolusi.com,,
,,,Visit Website,,
"Dinamika Sistem Integrasi Solusi, PT",GOLD Partner,Services Specialist - Silver,Jl Jendral Sudirman Kav 47Plaza Sentral 19th Floor,622166696767,richard@hpkom.com
,,Storage Specialist - Silver,"Jakarta, Spec Reg Jakarta 12930",,
,,Sever Specialist - Gold,62-212944 2398,,
,,,kharis.mulyadi@dinamikasolusi.com,,
,,,Visit Website,,
"Mastersystem Infotama, PT",GOLD Partner,Services Specialist - Silver,Panglima Sudirman No 101 - 103Wisma Dharmala 2 F Suite 16 A Ji,622166696767,richard@hpkom.com
,,Storage Specialist - Gold,"Surabaya, East Java 60271",,
,,Sever Specialist - Silver,+62-31-5478820,,
,,,kgautama@mastersystem.co.id,,
,,,Visit Website,,
"Mastersystem Infotama, PT",GOLD Partner,Services Specialist - Silver,Panglima Sudirman No 101 - 103Wisma Dharmala 2 F Suite 16 A Ji,+62-31-5478820,kgautama@mastersystem.co.id
,,Storage Specialist - Gold,"Surabaya, East Java 60271",,
,,Sever Specialist - Silver,+62-31-5478820,,
,,,kgautama@mastersystem.co.id,,
,,,Visit Website,,
"Mastersystem Infotama, PT",GOLD Partner,Services Specialist - Silver,Panglima Sudirman No 101 - 103Wisma Dharmala 2 F Suite 16 A Ji,+62-31-5478820,kgautama@mastersystem.co.id
,,Storage Specialist - Gold,"Surabaya, East Java 60271",,
,,Sever Specialist - Silver,+62-31-5478820,,
,,,kgautama@mastersystem.co.id,,
,,,Visit Website,,
"Dinamika Sistem Integrasi Solusi, PT",GOLD Partner,Services Specialist - Silver,Jl Jendral Sudirman Kav 47Plaza Sentral 19th Floor,+62-31-5478820,kgautama@mastersystem.co.id
,,Storage Specialist - Silver,"Jakarta, Spec Reg Jakarta 12930",,
,,Sever Specialist - Gold,62-212944 2398,,
,,,kharis.mulyadi@dinamikasolusi.com,,
,,,Visit Website,,
"Dinamika Sistem Integrasi Solusi, PT",GOLD Partner,Services Specialist - Silver,Jl Jendral Sudirman Kav 47Plaza Sentral 19th Floor,+62-31-5478820,kgautama@mastersystem.co.id
,,Storage Specialist - Silver,"Jakarta, Spec Reg Jakarta 12930",,
,,Sever Specialist - Gold,62-212944 2398,,
,,,kharis.mulyadi@dinamikasolusi.com,,
,,,Visit Website,,
Metrocom Global Solusi PT,GOLD Partner,Services Specialist - Silver,Wisma griya intan Jl. Warung Buncit RayaNo 21 B Blok 6-10,+62-31-5478820,kgautama@mastersystem.co.id
,,Storage Specialist - Silver,"Jakarta Selatan, Spec Reg Jakarta 12510",,
,,Sever Specialist - Silver,+62-21-83700160,,
,,,indra@metrocom.co.id,,
Metrocom Global Solusi PT,GOLD Partner,Services Specialist - Silver,Wisma griya intan Jl. Warung Buncit RayaNo 21 B Blok 6-10,+62-31-5478820,kgautama@mastersystem.co.id
,,Storage Specialist - Silver,"Jakarta Selatan, Spec Reg Jakarta 12510",,
,,Sever Specialist - Silver,+62-21-83700160,,
,,,indra@metrocom.co.id,,
Metrocom Global Solusi PT,GOLD Partner,Services Specialist - Silver,Wisma griya intan Jl. Warung Buncit RayaNo 21 B Blok 6-10,+62-31-5478820,kgautama@mastersystem.co.id
,,Storage Specialist - Silver,"Jakarta Selatan, Spec Reg Jakarta 12510",,
,,Sever Specialist - Silver,+62-21-83700160,,
,,,indra@metrocom.co.id,,
Metrocom Global Solusi PT,GOLD Partner,Services Specialist - Silver,Wisma griya intan Jl. Warung Buncit RayaNo 21 B Blok 6-10,+62-31-5478820,kgautama@mastersystem.co.id
,,Storage Specialist - Silver,"Jakarta Selatan, Spec Reg Jakarta 12510",,
,,Sever Specialist - Silver,+62-21-83700160,,
,,,indra@metrocom.co.id,,
Berca Computel,GOLD Partner,Services Specialist - Gold,Jl.MT Haryono519A,+62-31-5478820,kgautama@mastersystem.co.id
,,Converged Infrastructure Specialist - Platinum,"Semarang, Central Java 50136",,
,,Storage Specialist - Gold,+62 24 8412525,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Gold,,,
Berca Computel,GOLD Partner,Services Specialist - Gold,Jl. KemuningNo. 7,+62-31-5478820,kgautama@mastersystem.co.id
,,Converged Infrastructure Specialist - Platinum,"Surabaya, East Java 60272",,
,,Storage Specialist - Gold,+62-31-5328382,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Gold,,,
Berca Computel,GOLD Partner,Services Specialist - Gold,JL.Tegal SariNo. 2H,+62-31-5478820,kgautama@mastersystem.co.id
,,Converged Infrastructure Specialist - Platinum,"Surabaya, East Java 60262",,
,,Storage Specialist - Gold,+62-31-5455376,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Gold,,,
Berca Hardayaperkasa,GOLD Partner,Services Specialist - Gold,Wisma Dharmala 10th floor Suite 3AJl Panglima Sudirman 101-103,+62-31-5478820,kgautama@mastersystem.co.id
,,Converged Infrastructure Specialist - Platinum,"Surabaya, East Java 60271",,
,,Storage Specialist - Gold,+62-31-5468900,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Gold,,,
"Berca Hardayaperkasa, PT",GOLD Partner,Services Specialist - Gold,Jl. MT. Haryono(ring road) AA5 No.16-17,+62-31-5478820,kgautama@mastersystem.co.id
,,Converged Infrastructure Specialist - Platinum,"Balikpapan, East Kalimantan 76114",,
,,Storage Specialist - Gold,+62-542-878272,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Gold,,,
Berca Computel,GOLD Partner,Services Specialist - Gold,Jl.MT Haryono519A,+62-31-5478820,kgautama@mastersystem.co.id
,,Converged Infrastructure Specialist - Platinum,"Semarang, Central Java 50136",,
,,Storage Specialist - Gold,+62 24 8412525,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Gold,,,
Berca Computel,GOLD Partner,Services Specialist - Gold,Jl. KemuningNo. 7,+62-31-5478820,kgautama@mastersystem.co.id
,,Converged Infrastructure Specialist - Platinum,"Surabaya, East Java 60272",,
,,Storage Specialist - Gold,+62-31-5328382,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Gold,,,
Berca Computel,GOLD Partner,Services Specialist - Gold,JL.Tegal SariNo. 2H,+62-31-5478820,kgautama@mastersystem.co.id
,,Converged Infrastructure Specialist - Platinum,"Surabaya, East Java 60262",,
,,Storage Specialist - Gold,+62-31-5455376,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Gold,,,
Berca Hardayaperkasa,GOLD Partner,Services Specialist - Gold,Wisma Dharmala 10th floor Suite 3AJl Panglima Sudirman 101-103,+62-31-5478820,kgautama@mastersystem.co.id
,,Converged Infrastructure Specialist - Platinum,"Surabaya, East Java 60271",,
,,Storage Specialist - Gold,+62-31-5468900,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Gold,,,
"Berca Hardayaperkasa, PT",GOLD Partner,Services Specialist - Gold,Jl. MT. Haryono(ring road) AA5 No.16-17,+62-31-5478820,kgautama@mastersystem.co.id
,,Converged Infrastructure Specialist - Platinum,"Balikpapan, East Kalimantan 76114",,
,,Storage Specialist - Gold,+62-542-878272,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Gold,,,
Berca Computel,GOLD Partner,Services Specialist - Gold,Jl.MT Haryono519A,+62-31-5478820,kgautama@mastersystem.co.id
,,Converged Infrastructure Specialist - Platinum,"Semarang, Central Java 50136",,
,,Storage Specialist - Gold,+62 24 8412525,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Gold,,,
Berca Computel,GOLD Partner,Services Specialist - Gold,Jl. KemuningNo. 7,+62-31-5478820,kgautama@mastersystem.co.id
,,Converged Infrastructure Specialist - Platinum,"Surabaya, East Java 60272",,
,,Storage Specialist - Gold,+62-31-5328382,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Gold,,,
Berca Computel,SILVER Partner,Services Specialist - Gold,JL.Tegal SariNo. 2H,+62-31-5455376,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Converged Infrastructure Specialist - Platinum,"Surabaya, East Java 60262",,
,,Storage Specialist - Gold,+62-31-5455376,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Gold,,,
Berca Hardayaperkasa,SILVER Partner,Services Specialist - Gold,Wisma Dharmala 10th floor Suite 3AJl Panglima Sudirman 101-103,+62-31-5455376,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Converged Infrastructure Specialist - Platinum,"Surabaya, East Java 60271",,
,,Storage Specialist - Gold,+62-31-5468900,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Gold,,,
"Berca Hardayaperkasa, PT",SILVER Partner,Services Specialist - Gold,Jl. MT. Haryono(ring road) AA5 No.16-17,+62-31-5455376,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Converged Infrastructure Specialist - Platinum,"Balikpapan, East Kalimantan 76114",,
,,Storage Specialist - Gold,+62-542-878272,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Gold,,,
Berca Computel,SILVER Partner,Services Specialist - Gold,Jl.MT Haryono519A,+62-31-5455376,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Converged Infrastructure Specialist - Platinum,"Semarang, Central Java 50136",,
,,Storage Specialist - Gold,+62 24 8412525,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Gold,,,
Berca Computel,SILVER Partner,Services Specialist - Gold,Jl. KemuningNo. 7,+62-31-5455376,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Converged Infrastructure Specialist - Platinum,"Surabaya, East Java 60272",,
,,Storage Specialist - Gold,+62-31-5328382,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Gold,,,
Berca Computel,SILVER Partner,Services Specialist - Gold,JL.Tegal SariNo. 2H,+62-31-5455376,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Converged Infrastructure Specialist - Platinum,"Surabaya, East Java 60262",,
,,Storage Specialist - Gold,+62-31-5455376,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Gold,,,
Berca Hardayaperkasa,SILVER Partner,Services Specialist - Gold,Wisma Dharmala 10th floor Suite 3AJl Panglima Sudirman 101-103,+62-31-5455376,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Converged Infrastructure Specialist - Platinum,"Surabaya, East Java 60271",,
,,Storage Specialist - Gold,+62-31-5468900,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Gold,,,
"Berca Hardayaperkasa, PT",SILVER Partner,Services Specialist - Gold,Jl. MT. Haryono(ring road) AA5 No.16-17,+62-31-5455376,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Converged Infrastructure Specialist - Platinum,"Balikpapan, East Kalimantan 76114",,
,,Storage Specialist - Gold,+62-542-878272,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Gold,,,
"Berca Hardayaperkasa, PT",SILVER Partner,Services Specialist - Gold,Jl. Abdul Muis No. 62,+62-31-5455376,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Converged Infrastructure Specialist - Platinum,"Jakarta, Spec Reg Jakarta 10160",,
,,Storage Specialist - Gold,+62 21 3800902,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Silver,,,
Bercanet,SILVER Partner,Services Specialist - Gold,Jalan Tomang Raya 40 Tomang,+62-31-5455376,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Converged Infrastructure Specialist - Platinum,"Jakarta, Spec Reg Jakarta 10150",,
,,Storage Specialist - Gold,+62-21-568-1760,,
,,Services Delivery Specialist - Gold,bennyk@berca.co.id,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Silver,,,
Berca Computel,SILVER Partner,Services Specialist - Gold,M2M Lt. 3 No. 10AJl. Mangga Dua Raya Mangga Dua,+62-31-5455376,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Converged Infrastructure Specialist - Platinum,"Jakarta, Spec Reg Jakarta 10730",,
,,Storage Specialist - Gold,+62-21-6128588-9,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Silver,,,
Berca Indonesia,SILVER Partner,Services Specialist - Gold,Menara BRI Lt.9 Suite 902Jl.Asia Afrika 57-59,+62-31-5455376,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Converged Infrastructure Specialist - Platinum,"Bandung, West Java 40262",,
,,Storage Specialist - Gold,+62-22-4211071-73,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Silver,,,
Berca Hardayaperkasa,SILVER Partner,Services Specialist - Gold,Jl Imam BonjolGedung Dana Graha 2nd floor suite 206-8,+62-31-5455376,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Converged Infrastructure Specialist - Platinum,"Batam, Riau 29432",,
,,Storage Specialist - Gold,+62-778-427912,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
,,Hyper-converged Specialist,Visit Website,,
,,Big Data Platform Specialist - Silver,,,
,,Sever Specialist - Gold,,,
,,Networking Specialist - Silver,,,
"Berca Hardayaperkasa, PT",SILVER Partner,Services Specialist - Gold,Jl. Abdul Muis No. 62,+62-31-5455376,customer_care@berca.co.id/bintoro.yuwono@berca.co.
,,Converged Infrastructure Specialist - Platinum,"Jakarta, Spec Reg Jakarta 10160",,
,,Storage Specialist - Gold,+62 21 3800902,,
,,Services Delivery Specialist - Gold,customer_care@berca.co.id/bintoro.yuwono@berca.co.,,
